index,Date,Local Site Name,AQS Parameter Description,County,mean_AQI,mean_long,mean_lat,month,year
0,2024-01-01,Bryson City,PM2.5,Swain,43.0,-83.442133,35.434767,1,2024
1,2024-01-01,Castle Hayne,PM2.5,New Hanover,44.5,-77.838611,34.364167,1,2024
2,2024-01-01,Clemmons Middle,PM2.5,Forsyth,47.5,-80.341962,36.026612,1,2024
3,2024-01-01,Durham Armory,PM2.5,Durham,61.0,-78.904037,36.0329550008979,1,2024
4,2024-01-01,Frying Pan Mountain,PM2.5,Haywood,14.0,-82.7925,35.379167,1,2024
5,2024-01-01,Garinger High School,Ozone,Mecklenburg,28.0,-80.785683,35.2401000008895,1,2024
6,2024-01-01,Garinger High School,PM2.5,Mecklenburg,42.0,-80.785683,35.2401000008895,1,2024
7,2024-01-01,Hattie Avenue,PM2.5,Forsyth,48.0,-80.224501,36.11094,1,2024
8,2024-01-01,Leggett,PM2.5,Edgecombe,38.0,-77.5843,35.988278,1,2024
9,2024-01-01,Linville Falls,PM2.5,Avery,14.0,-81.933072,35.972347,1,2024
10,2024-01-01,Mendenhall School,PM2.5,Guilford,53.0,-79.802314,36.1090060008986,1,2024
11,2024-01-01,Millbrook School,Ozone,Wake,25.0,-78.574167,35.856111,1,2024
12,2024-01-01,Millbrook School,PM2.5,Wake,61.5,-78.574167,35.856111,1,2024
13,2024-01-01,Old High School,PM2.5,Swain,23.0,-83.310242,35.498711,1,2024
14,2024-01-01,Pitt Agri. Center,PM2.5,Pitt,46.0,-77.360126,35.6412760008938,1,2024
15,2024-01-01,Rockwell,Ozone,Rowan,27.0,-80.395039,35.551868,1,2024
16,2024-01-01,Rockwell,PM2.5,Rowan,36.0,-80.395039,35.551868,1,2024
17,2024-01-01,West Johnston Co.,PM2.5,Johnston,46.0,-78.4622,35.59095,1,2024
18,2024-01-02,Bryson City,PM2.5,Swain,21.0,-83.442133,35.434767,1,2024
19,2024-01-02,Castle Hayne,PM2.5,New Hanover,20.5,-77.838611,34.364167,1,2024
20,2024-01-02,Clemmons Middle,PM2.5,Forsyth,37.0,-80.341962,36.026612,1,2024
21,2024-01-02,Durham Armory,PM2.5,Durham,49.0,-78.904037,36.0329550008979,1,2024
22,2024-01-02,Garinger High School,Ozone,Mecklenburg,23.0,-80.785683,35.2401000008895,1,2024
23,2024-01-02,Garinger High School,PM2.5,Mecklenburg,32.0,-80.785683,35.2401000008895,1,2024
24,2024-01-02,Hattie Avenue,PM2.5,Forsyth,33.0,-80.224501,36.11094,1,2024
25,2024-01-02,Leggett,PM2.5,Edgecombe,18.0,-77.5843,35.988278,1,2024
26,2024-01-02,Mendenhall School,PM2.5,Guilford,33.0,-79.802314,36.1090060008986,1,2024
27,2024-01-02,Millbrook School,Ozone,Wake,23.0,-78.574167,35.856111,1,2024
28,2024-01-02,Millbrook School,PM2.5,Wake,32.0,-78.574167,35.856111,1,2024
29,2024-01-02,Pitt Agri. Center,PM2.5,Pitt,12.0,-77.360126,35.6412760008938,1,2024
30,2024-01-02,Rockwell,Ozone,Rowan,26.0,-80.395039,35.551868,1,2024
31,2024-01-02,Rockwell,PM2.5,Rowan,24.0,-80.395039,35.551868,1,2024
32,2024-01-02,West Johnston Co.,PM2.5,Johnston,19.0,-78.4622,35.59095,1,2024
33,2024-01-03,Bryson City,PM2.5,Swain,34.0,-83.442133,35.434767,1,2024
34,2024-01-03,Castle Hayne,PM2.5,New Hanover,42.0,-77.838611,34.364167,1,2024
35,2024-01-03,Clemmons Middle,PM2.5,Forsyth,58.0,-80.341962,36.026612,1,2024
36,2024-01-03,Durham Armory,PM2.5,Durham,59.0,-78.904037,36.0329550008979,1,2024
37,2024-01-03,Garinger High School,Ozone,Mecklenburg,21.0,-80.785683,35.2401000008895,1,2024
38,2024-01-03,Garinger High School,PM2.5,Mecklenburg,52.0,-80.785683,35.2401000008895,1,2024
39,2024-01-03,Hattie Avenue,PM2.5,Forsyth,56.0,-80.224501,36.11094,1,2024
40,2024-01-03,Leggett,PM2.5,Edgecombe,41.0,-77.5843,35.988278,1,2024
41,2024-01-03,Mendenhall School,PM2.5,Guilford,55.0,-79.802314,36.1090060008986,1,2024
42,2024-01-03,Millbrook School,Ozone,Wake,21.0,-78.574167,35.856111,1,2024
43,2024-01-03,Millbrook School,PM2.5,Wake,54.0,-78.574167,35.856111,1,2024
44,2024-01-03,Pitt Agri. Center,PM2.5,Pitt,52.0,-77.360126,35.6412760008938,1,2024
45,2024-01-03,Rockwell,Ozone,Rowan,24.0,-80.395039,35.551868,1,2024
46,2024-01-03,Rockwell,PM2.5,Rowan,55.0,-80.395039,35.551868,1,2024
47,2024-01-03,West Johnston Co.,PM2.5,Johnston,54.0,-78.4622,35.59095,1,2024
48,2024-01-04,Bryson City,PM2.5,Swain,31.0,-83.442133,35.434767,1,2024
49,2024-01-04,Castle Hayne,PM2.5,New Hanover,50.5,-77.838611,34.364167,1,2024
50,2024-01-04,Clemmons Middle,PM2.5,Forsyth,32.0,-80.341962,36.026612,1,2024
51,2024-01-04,Durham Armory,PM2.5,Durham,55.0,-78.904037,36.0329550008979,1,2024
52,2024-01-04,Frying Pan Mountain,PM2.5,Haywood,16.0,-82.7925,35.379167,1,2024
53,2024-01-04,Garinger High School,Ozone,Mecklenburg,29.0,-80.785683,35.2401000008895,1,2024
54,2024-01-04,Garinger High School,PM2.5,Mecklenburg,33.0,-80.785683,35.2401000008895,1,2024
55,2024-01-04,Hattie Avenue,PM2.5,Forsyth,28.0,-80.224501,36.11094,1,2024
56,2024-01-04,Leggett,PM2.5,Edgecombe,38.0,-77.5843,35.988278,1,2024
57,2024-01-04,Linville Falls,PM2.5,Avery,13.0,-81.933072,35.972347,1,2024
58,2024-01-04,Mendenhall School,PM2.5,Guilford,31.0,-79.802314,36.1090060008986,1,2024
59,2024-01-04,Millbrook School,Ozone,Wake,28.0,-78.574167,35.856111,1,2024
60,2024-01-04,Millbrook School,PM2.5,Wake,36.5,-78.574167,35.856111,1,2024
61,2024-01-04,Old High School,PM2.5,Swain,27.0,-83.310242,35.498711,1,2024
62,2024-01-04,Pitt Agri. Center,PM2.5,Pitt,39.0,-77.360126,35.6412760008938,1,2024
63,2024-01-04,Rockwell,Ozone,Rowan,28.0,-80.395039,35.551868,1,2024
64,2024-01-04,Rockwell,PM2.5,Rowan,33.0,-80.395039,35.551868,1,2024
65,2024-01-04,West Johnston Co.,PM2.5,Johnston,40.0,-78.4622,35.59095,1,2024
66,2024-01-05,Bryson City,PM2.5,Swain,45.0,-83.442133,35.434767,1,2024
67,2024-01-05,Castle Hayne,PM2.5,New Hanover,34.5,-77.838611,34.364167,1,2024
68,2024-01-05,Clemmons Middle,PM2.5,Forsyth,54.0,-80.341962,36.026612,1,2024
69,2024-01-05,Durham Armory,PM2.5,Durham,58.0,-78.904037,36.0329550008979,1,2024
70,2024-01-05,Garinger High School,Ozone,Mecklenburg,25.0,-80.785683,35.2401000008895,1,2024
71,2024-01-05,Garinger High School,PM2.5,Mecklenburg,35.0,-80.785683,35.2401000008895,1,2024
72,2024-01-05,Hattie Avenue,PM2.5,Forsyth,46.0,-80.224501,36.11094,1,2024
73,2024-01-05,Leggett,PM2.5,Edgecombe,21.0,-77.5843,35.988278,1,2024
74,2024-01-05,Mendenhall School,PM2.5,Guilford,51.0,-79.802314,36.1090060008986,1,2024
75,2024-01-05,Millbrook School,Ozone,Wake,30.0,-78.574167,35.856111,1,2024
76,2024-01-05,Millbrook School,PM2.5,Wake,34.0,-78.574167,35.856111,1,2024
77,2024-01-05,Pitt Agri. Center,PM2.5,Pitt,25.0,-77.360126,35.6412760008938,1,2024
78,2024-01-05,Rockwell,Ozone,Rowan,25.0,-80.395039,35.551868,1,2024
79,2024-01-05,Rockwell,PM2.5,Rowan,43.0,-80.395039,35.551868,1,2024
80,2024-01-05,West Johnston Co.,PM2.5,Johnston,24.0,-78.4622,35.59095,1,2024
81,2024-01-06,Bryson City,PM2.5,Swain,16.0,-83.442133,35.434767,1,2024
82,2024-01-06,Castle Hayne,PM2.5,New Hanover,29.0,-77.838611,34.364167,1,2024
83,2024-01-06,Clemmons Middle,PM2.5,Forsyth,48.0,-80.341962,36.026612,1,2024
84,2024-01-06,Durham Armory,PM2.5,Durham,54.0,-78.904037,36.0329550008979,1,2024
85,2024-01-06,Garinger High School,Ozone,Mecklenburg,21.0,-80.785683,35.2401000008895,1,2024
86,2024-01-06,Garinger High School,PM2.5,Mecklenburg,23.0,-80.785683,35.2401000008895,1,2024
87,2024-01-06,Hattie Avenue,PM2.5,Forsyth,51.0,-80.224501,36.11094,1,2024
88,2024-01-06,Leggett,PM2.5,Edgecombe,25.0,-77.5843,35.988278,1,2024
89,2024-01-06,Mendenhall School,PM2.5,Guilford,48.0,-79.802314,36.1090060008986,1,2024
90,2024-01-06,Millbrook School,Ozone,Wake,24.0,-78.574167,35.856111,1,2024
91,2024-01-06,Millbrook School,PM2.5,Wake,34.0,-78.574167,35.856111,1,2024
92,2024-01-06,Pitt Agri. Center,PM2.5,Pitt,18.0,-77.360126,35.6412760008938,1,2024
93,2024-01-06,Rockwell,Ozone,Rowan,22.0,-80.395039,35.551868,1,2024
94,2024-01-06,Rockwell,PM2.5,Rowan,39.0,-80.395039,35.551868,1,2024
95,2024-01-06,West Johnston Co.,PM2.5,Johnston,20.0,-78.4622,35.59095,1,2024
96,2024-01-07,Bryson City,PM2.5,Swain,8.0,-83.442133,35.434767,1,2024
97,2024-01-07,Castle Hayne,PM2.5,New Hanover,22.0,-77.838611,34.364167,1,2024
98,2024-01-07,Clemmons Middle,PM2.5,Forsyth,23.5,-80.341962,36.026612,1,2024
99,2024-01-07,Durham Armory,PM2.5,Durham,42.0,-78.904037,36.0329550008979,1,2024
100,2024-01-07,Frying Pan Mountain,PM2.5,Haywood,6.0,-82.7925,35.379167,1,2024
101,2024-01-07,Garinger High School,Ozone,Mecklenburg,31.0,-80.785683,35.2401000008895,1,2024
102,2024-01-07,Garinger High School,PM2.5,Mecklenburg,15.0,-80.785683,35.2401000008895,1,2024
103,2024-01-07,Hattie Avenue,PM2.5,Forsyth,23.0,-80.224501,36.11094,1,2024
104,2024-01-07,Leggett,PM2.5,Edgecombe,11.0,-77.5843,35.988278,1,2024
105,2024-01-07,Linville Falls,PM2.5,Avery,5.0,-81.933072,35.972347,1,2024
106,2024-01-07,Mendenhall School,PM2.5,Guilford,24.0,-79.802314,36.1090060008986,1,2024
107,2024-01-07,Millbrook School,Ozone,Wake,30.0,-78.574167,35.856111,1,2024
108,2024-01-07,Millbrook School,PM2.5,Wake,18.5,-78.574167,35.856111,1,2024
109,2024-01-07,Old High School,PM2.5,Swain,13.0,-83.310242,35.498711,1,2024
110,2024-01-07,Pitt Agri. Center,PM2.5,Pitt,8.0,-77.360126,35.6412760008938,1,2024
111,2024-01-07,Rockwell,Ozone,Rowan,32.0,-80.395039,35.551868,1,2024
112,2024-01-07,Rockwell,PM2.5,Rowan,11.0,-80.395039,35.551868,1,2024
113,2024-01-07,West Johnston Co.,PM2.5,Johnston,13.0,-78.4622,35.59095,1,2024
114,2024-01-08,Bryson City,PM2.5,Swain,17.0,-83.442133,35.434767,1,2024
115,2024-01-08,Castle Hayne,PM2.5,New Hanover,23.0,-77.838611,34.364167,1,2024
116,2024-01-08,Clemmons Middle,PM2.5,Forsyth,27.0,-80.341962,36.026612,1,2024
117,2024-01-08,Durham Armory,PM2.5,Durham,49.0,-78.904037,36.0329550008979,1,2024
118,2024-01-08,Garinger High School,Ozone,Mecklenburg,29.0,-80.785683,35.2401000008895,1,2024
119,2024-01-08,Garinger High School,PM2.5,Mecklenburg,24.0,-80.785683,35.2401000008895,1,2024
120,2024-01-08,Hattie Avenue,PM2.5,Forsyth,26.0,-80.224501,36.11094,1,2024
121,2024-01-08,Leggett,PM2.5,Edgecombe,19.0,-77.5843,35.988278,1,2024
122,2024-01-08,Mendenhall School,PM2.5,Guilford,27.0,-79.802314,36.1090060008986,1,2024
123,2024-01-08,Millbrook School,Ozone,Wake,30.0,-78.574167,35.856111,1,2024
124,2024-01-08,Millbrook School,PM2.5,Wake,23.0,-78.574167,35.856111,1,2024
125,2024-01-08,Old High School,PM2.5,Swain,12.0,-83.310242,35.498711,1,2024
126,2024-01-08,Pitt Agri. Center,PM2.5,Pitt,11.0,-77.360126,35.6412760008938,1,2024
127,2024-01-08,Rockwell,Ozone,Rowan,30.0,-80.395039,35.551868,1,2024
128,2024-01-08,Rockwell,PM2.5,Rowan,27.0,-80.395039,35.551868,1,2024
129,2024-01-08,West Johnston Co.,PM2.5,Johnston,23.0,-78.4622,35.59095,1,2024
130,2024-01-09,Bryson City,PM2.5,Swain,8.0,-83.442133,35.434767,1,2024
131,2024-01-09,Castle Hayne,PM2.5,New Hanover,38.5,-77.838611,34.364167,1,2024
132,2024-01-09,Clemmons Middle,PM2.5,Forsyth,25.0,-80.341962,36.026612,1,2024
133,2024-01-09,Durham Armory,PM2.5,Durham,36.0,-78.904037,36.0329550008979,1,2024
134,2024-01-09,Garinger High School,Ozone,Mecklenburg,34.0,-80.785683,35.2401000008895,1,2024
135,2024-01-09,Garinger High School,PM2.5,Mecklenburg,13.0,-80.785683,35.2401000008895,1,2024
136,2024-01-09,Hattie Avenue,PM2.5,Forsyth,22.0,-80.224501,36.11094,1,2024
137,2024-01-09,Leggett,PM2.5,Edgecombe,38.0,-77.5843,35.988278,1,2024
138,2024-01-09,Mendenhall School,PM2.5,Guilford,27.0,-79.802314,36.1090060008986,1,2024
139,2024-01-09,Millbrook School,PM2.5,Wake,25.0,-78.574167,35.856111,1,2024
140,2024-01-09,Pitt Agri. Center,PM2.5,Pitt,27.0,-77.360126,35.6412760008938,1,2024
141,2024-01-09,Rockwell,Ozone,Rowan,34.0,-80.395039,35.551868,1,2024
142,2024-01-09,Rockwell,PM2.5,Rowan,16.0,-80.395039,35.551868,1,2024
143,2024-01-09,West Johnston Co.,PM2.5,Johnston,24.0,-78.4622,35.59095,1,2024
144,2024-01-10,Bryson City,PM2.5,Swain,20.0,-83.442133,35.434767,1,2024
145,2024-01-10,Castle Hayne,PM2.5,New Hanover,28.5,-77.838611,34.364167,1,2024
146,2024-01-10,Clemmons Middle,PM2.5,Forsyth,21.0,-80.341962,36.026612,1,2024
147,2024-01-10,Durham Armory,PM2.5,Durham,44.0,-78.904037,36.0329550008979,1,2024
148,2024-01-10,Garinger High School,Ozone,Mecklenburg,23.0,-80.785683,35.2401000008895,1,2024
149,2024-01-10,Garinger High School,PM2.5,Mecklenburg,11.0,-80.785683,35.2401000008895,1,2024
150,2024-01-10,Hattie Avenue,PM2.5,Forsyth,19.0,-80.224501,36.11094,1,2024
151,2024-01-10,Leggett,PM2.5,Edgecombe,3.0,-77.5843,35.988278,1,2024
152,2024-01-10,Linville Falls,PM2.5,Avery,6.0,-81.933072,35.972347,1,2024
153,2024-01-10,Mendenhall School,PM2.5,Guilford,24.0,-79.802314,36.1090060008986,1,2024
154,2024-01-10,Millbrook School,Ozone,Wake,21.0,-78.574167,35.856111,1,2024
155,2024-01-10,Millbrook School,PM2.5,Wake,22.0,-78.574167,35.856111,1,2024
156,2024-01-10,Pitt Agri. Center,PM2.5,Pitt,2.0,-77.360126,35.6412760008938,1,2024
157,2024-01-10,Rockwell,PM2.5,Rowan,8.0,-80.395039,35.551868,1,2024
158,2024-01-10,West Johnston Co.,PM2.5,Johnston,16.0,-78.4622,35.59095,1,2024
159,2024-01-11,Bryson City,PM2.5,Swain,32.0,-83.442133,35.434767,1,2024
160,2024-01-11,Castle Hayne,PM2.5,New Hanover,29.5,-77.838611,34.364167,1,2024
161,2024-01-11,Clemmons Middle,PM2.5,Forsyth,37.0,-80.341962,36.026612,1,2024
162,2024-01-11,Durham Armory,PM2.5,Durham,58.0,-78.904037,36.0329550008979,1,2024
163,2024-01-11,Garinger High School,Ozone,Mecklenburg,28.0,-80.785683,35.2401000008895,1,2024
164,2024-01-11,Garinger High School,PM2.5,Mecklenburg,45.0,-80.785683,35.2401000008895,1,2024
165,2024-01-11,Hattie Avenue,PM2.5,Forsyth,49.0,-80.224501,36.11094,1,2024
166,2024-01-11,Leggett,PM2.5,Edgecombe,33.0,-77.5843,35.988278,1,2024
167,2024-01-11,Mendenhall School,PM2.5,Guilford,46.0,-79.802314,36.1090060008986,1,2024
168,2024-01-11,Millbrook School,Ozone,Wake,23.0,-78.574167,35.856111,1,2024
169,2024-01-11,Millbrook School,PM2.5,Wake,54.0,-78.574167,35.856111,1,2024
170,2024-01-11,Old High School,PM2.5,Swain,12.0,-83.310242,35.498711,1,2024
171,2024-01-11,Pitt Agri. Center,PM2.5,Pitt,30.0,-77.360126,35.6412760008938,1,2024
172,2024-01-11,Rockwell,PM2.5,Rowan,58.0,-80.395039,35.551868,1,2024
173,2024-01-11,West Johnston Co.,PM2.5,Johnston,37.0,-78.4622,35.59095,1,2024
174,2024-01-12,Bryson City,PM2.5,Swain,33.0,-83.442133,35.434767,1,2024
175,2024-01-12,Castle Hayne,PM2.5,New Hanover,42.0,-77.838611,34.364167,1,2024
176,2024-01-12,Clemmons Middle,PM2.5,Forsyth,53.0,-80.341962,36.026612,1,2024
177,2024-01-12,Durham Armory,PM2.5,Durham,58.0,-78.904037,36.0329550008979,1,2024
178,2024-01-12,Garinger High School,Ozone,Mecklenburg,29.0,-80.785683,35.2401000008895,1,2024
179,2024-01-12,Garinger High School,PM2.5,Mecklenburg,52.0,-80.785683,35.2401000008895,1,2024
180,2024-01-12,Hattie Avenue,PM2.5,Forsyth,49.0,-80.224501,36.11094,1,2024
181,2024-01-12,Leggett,PM2.5,Edgecombe,45.0,-77.5843,35.988278,1,2024
182,2024-01-12,Mendenhall School,PM2.5,Guilford,55.0,-79.802314,36.1090060008986,1,2024
183,2024-01-12,Millbrook School,Ozone,Wake,34.0,-78.574167,35.856111,1,2024
184,2024-01-12,Millbrook School,PM2.5,Wake,57.0,-78.574167,35.856111,1,2024
185,2024-01-12,Pitt Agri. Center,PM2.5,Pitt,40.0,-77.360126,35.6412760008938,1,2024
186,2024-01-12,Rockwell,Ozone,Rowan,31.0,-80.395039,35.551868,1,2024
187,2024-01-12,Rockwell,PM2.5,Rowan,55.0,-80.395039,35.551868,1,2024
188,2024-01-12,West Johnston Co.,PM2.5,Johnston,44.0,-78.4622,35.59095,1,2024
189,2024-01-13,Bryson City,PM2.5,Swain,13.0,-83.442133,35.434767,1,2024
190,2024-01-13,Castle Hayne,PM2.5,New Hanover,29.0,-77.838611,34.364167,1,2024
191,2024-01-13,Clemmons Middle,PM2.5,Forsyth,23.0,-80.341962,36.026612,1,2024
192,2024-01-13,Durham Armory,PM2.5,Durham,44.0,-78.904037,36.0329550008979,1,2024
193,2024-01-13,Frying Pan Mountain,PM2.5,Haywood,6.0,-82.7925,35.379167,1,2024
194,2024-01-13,Garinger High School,Ozone,Mecklenburg,31.0,-80.785683,35.2401000008895,1,2024
195,2024-01-13,Garinger High School,PM2.5,Mecklenburg,28.0,-80.785683,35.2401000008895,1,2024
196,2024-01-13,Hattie Avenue,PM2.5,Forsyth,24.0,-80.224501,36.11094,1,2024
197,2024-01-13,Leggett,PM2.5,Edgecombe,0.0,-77.5843,35.988278,1,2024
198,2024-01-13,Linville Falls,PM2.5,Avery,11.0,-81.933072,35.972347,1,2024
199,2024-01-13,Mendenhall School,PM2.5,Guilford,22.0,-79.802314,36.1090060008986,1,2024
200,2024-01-13,Millbrook School,Ozone,Wake,32.0,-78.574167,35.856111,1,2024
201,2024-01-13,Millbrook School,PM2.5,Wake,21.0,-78.574167,35.856111,1,2024
202,2024-01-13,Pitt Agri. Center,PM2.5,Pitt,11.0,-77.360126,35.6412760008938,1,2024
203,2024-01-13,Rockwell,Ozone,Rowan,32.0,-80.395039,35.551868,1,2024
204,2024-01-13,Rockwell,PM2.5,Rowan,18.0,-80.395039,35.551868,1,2024
205,2024-01-13,West Johnston Co.,PM2.5,Johnston,19.0,-78.4622,35.59095,1,2024
206,2024-01-14,Bryson City,PM2.5,Swain,36.0,-83.442133,35.434767,1,2024
207,2024-01-14,Castle Hayne,PM2.5,New Hanover,25.0,-77.838611,34.364167,1,2024
208,2024-01-14,Clemmons Middle,PM2.5,Forsyth,26.0,-80.341962,36.026612,1,2024
209,2024-01-14,Durham Armory,PM2.5,Durham,53.0,-78.904037,36.0329550008979,1,2024
210,2024-01-14,Garinger High School,Ozone,Mecklenburg,38.0,-80.785683,35.2401000008895,1,2024
211,2024-01-14,Garinger High School,PM2.5,Mecklenburg,23.0,-80.785683,35.2401000008895,1,2024
212,2024-01-14,Hattie Avenue,PM2.5,Forsyth,25.0,-80.224501,36.11094,1,2024
213,2024-01-14,Leggett,PM2.5,Edgecombe,27.0,-77.5843,35.988278,1,2024
214,2024-01-14,Mendenhall School,PM2.5,Guilford,32.0,-79.802314,36.1090060008986,1,2024
215,2024-01-14,Millbrook School,Ozone,Wake,33.0,-78.574167,35.856111,1,2024
216,2024-01-14,Millbrook School,PM2.5,Wake,28.0,-78.574167,35.856111,1,2024
217,2024-01-14,Old High School,PM2.5,Swain,26.0,-83.310242,35.498711,1,2024
218,2024-01-14,Pitt Agri. Center,PM2.5,Pitt,18.0,-77.360126,35.6412760008938,1,2024
219,2024-01-14,Rockwell,Ozone,Rowan,36.0,-80.395039,35.551868,1,2024
220,2024-01-14,Rockwell,PM2.5,Rowan,28.0,-80.395039,35.551868,1,2024
221,2024-01-14,West Johnston Co.,PM2.5,Johnston,27.0,-78.4622,35.59095,1,2024
222,2024-01-15,Bryson City,PM2.5,Swain,43.0,-83.442133,35.434767,1,2024
223,2024-01-15,Castle Hayne,PM2.5,New Hanover,22.0,-77.838611,34.364167,1,2024
224,2024-01-15,Clemmons Middle,PM2.5,Forsyth,34.0,-80.341962,36.026612,1,2024
225,2024-01-15,Durham Armory,PM2.5,Durham,52.0,-78.904037,36.0329550008979,1,2024
226,2024-01-15,Garinger High School,Ozone,Mecklenburg,25.0,-80.785683,35.2401000008895,1,2024
227,2024-01-15,Garinger High School,PM2.5,Mecklenburg,44.0,-80.785683,35.2401000008895,1,2024
228,2024-01-15,Hattie Avenue,PM2.5,Forsyth,33.0,-80.224501,36.11094,1,2024
229,2024-01-15,Leggett,PM2.5,Edgecombe,22.0,-77.5843,35.988278,1,2024
230,2024-01-15,Mendenhall School,PM2.5,Guilford,39.0,-79.802314,36.1090060008986,1,2024
231,2024-01-15,Millbrook School,Ozone,Wake,23.0,-78.574167,35.856111,1,2024
232,2024-01-15,Millbrook School,PM2.5,Wake,28.0,-78.574167,35.856111,1,2024
233,2024-01-15,Pitt Agri. Center,PM2.5,Pitt,24.0,-77.360126,35.6412760008938,1,2024
234,2024-01-15,Rockwell,Ozone,Rowan,19.0,-80.395039,35.551868,1,2024
235,2024-01-15,Rockwell,PM2.5,Rowan,43.0,-80.395039,35.551868,1,2024
236,2024-01-15,West Johnston Co.,PM2.5,Johnston,30.0,-78.4622,35.59095,1,2024
237,2024-01-16,Bryson City,PM2.5,Swain,14.0,-83.442133,35.434767,1,2024
238,2024-01-16,Castle Hayne,PM2.5,New Hanover,34.5,-77.838611,34.364167,1,2024
239,2024-01-16,Clemmons Middle,PM2.5,Forsyth,33.0,-80.341962,36.026612,1,2024
240,2024-01-16,Durham Armory,PM2.5,Durham,54.0,-78.904037,36.0329550008979,1,2024
241,2024-01-16,Frying Pan Mountain,PM2.5,Haywood,10.0,-82.7925,35.379167,1,2024
242,2024-01-16,Garinger High School,Ozone,Mecklenburg,31.0,-80.785683,35.2401000008895,1,2024
243,2024-01-16,Garinger High School,PM2.5,Mecklenburg,47.0,-80.785683,35.2401000008895,1,2024
244,2024-01-16,Hattie Avenue,PM2.5,Forsyth,29.5,-80.224501,36.11094,1,2024
245,2024-01-16,Leggett,PM2.5,Edgecombe,31.0,-77.5843,35.988278,1,2024
246,2024-01-16,Linville Falls,PM2.5,Avery,17.0,-81.933072,35.972347,1,2024
247,2024-01-16,Mendenhall School,PM2.5,Guilford,39.0,-79.802314,36.1090060008986,1,2024
248,2024-01-16,Millbrook School,Ozone,Wake,29.0,-78.574167,35.856111,1,2024
249,2024-01-16,Millbrook School,PM2.5,Wake,38.0,-78.574167,35.856111,1,2024
250,2024-01-16,Pitt Agri. Center,PM2.5,Pitt,29.0,-77.360126,35.6412760008938,1,2024
251,2024-01-16,Rockwell,Ozone,Rowan,30.0,-80.395039,35.551868,1,2024
252,2024-01-16,Rockwell,PM2.5,Rowan,34.0,-80.395039,35.551868,1,2024
253,2024-01-16,West Johnston Co.,PM2.5,Johnston,32.0,-78.4622,35.59095,1,2024
254,2024-01-17,Bryson City,PM2.5,Swain,12.0,-83.442133,35.434767,1,2024
255,2024-01-17,Castle Hayne,PM2.5,New Hanover,36.0,-77.838611,34.364167,1,2024
256,2024-01-17,Clemmons Middle,PM2.5,Forsyth,40.0,-80.341962,36.026612,1,2024
257,2024-01-17,Durham Armory,PM2.5,Durham,55.0,-78.904037,36.0329550008979,1,2024
258,2024-01-17,Garinger High School,Ozone,Mecklenburg,30.0,-80.785683,35.2401000008895,1,2024
259,2024-01-17,Garinger High School,PM2.5,Mecklenburg,31.0,-80.785683,35.2401000008895,1,2024
260,2024-01-17,Hattie Avenue,PM2.5,Forsyth,26.0,-80.224501,36.11094,1,2024
261,2024-01-17,Leggett,PM2.5,Edgecombe,19.0,-77.5843,35.988278,1,2024
262,2024-01-17,Millbrook School,Ozone,Wake,31.0,-78.574167,35.856111,1,2024
263,2024-01-17,Millbrook School,PM2.5,Wake,29.0,-78.574167,35.856111,1,2024
264,2024-01-17,Old High School,PM2.5,Swain,13.0,-83.310242,35.498711,1,2024
265,2024-01-17,Pitt Agri. Center,PM2.5,Pitt,20.0,-77.360126,35.6412760008938,1,2024
266,2024-01-17,Rockwell,Ozone,Rowan,31.0,-80.395039,35.551868,1,2024
267,2024-01-17,Rockwell,PM2.5,Rowan,24.0,-80.395039,35.551868,1,2024
268,2024-01-17,West Johnston Co.,PM2.5,Johnston,22.0,-78.4622,35.59095,1,2024
269,2024-01-18,Bryson City,PM2.5,Swain,32.0,-83.442133,35.434767,1,2024
270,2024-01-18,Castle Hayne,PM2.5,New Hanover,40.5,-77.838611,34.364167,1,2024
271,2024-01-18,Clemmons Middle,PM2.5,Forsyth,54.0,-80.341962,36.026612,1,2024
272,2024-01-18,Durham Armory,PM2.5,Durham,56.0,-78.904037,36.0329550008979,1,2024
273,2024-01-18,Garinger High School,Ozone,Mecklenburg,33.0,-80.785683,35.2401000008895,1,2024
274,2024-01-18,Garinger High School,PM2.5,Mecklenburg,39.0,-80.785683,35.2401000008895,1,2024
275,2024-01-18,Hattie Avenue,PM2.5,Forsyth,41.0,-80.224501,36.11094,1,2024
276,2024-01-18,Leggett,PM2.5,Edgecombe,39.0,-77.5843,35.988278,1,2024
277,2024-01-18,Millbrook School,Ozone,Wake,32.0,-78.574167,35.856111,1,2024
278,2024-01-18,Millbrook School,PM2.5,Wake,47.0,-78.574167,35.856111,1,2024
279,2024-01-18,Pitt Agri. Center,PM2.5,Pitt,38.0,-77.360126,35.6412760008938,1,2024
280,2024-01-18,Rockwell,Ozone,Rowan,32.0,-80.395039,35.551868,1,2024
281,2024-01-18,Rockwell,PM2.5,Rowan,42.0,-80.395039,35.551868,1,2024
282,2024-01-18,West Johnston Co.,PM2.5,Johnston,44.0,-78.4622,35.59095,1,2024
283,2024-01-19,Bryson City,PM2.5,Swain,22.0,-83.442133,35.434767,1,2024
284,2024-01-19,Castle Hayne,PM2.5,New Hanover,37.0,-77.838611,34.364167,1,2024
285,2024-01-19,Clemmons Middle,PM2.5,Forsyth,31.5,-80.341962,36.026612,1,2024
286,2024-01-19,Durham Armory,PM2.5,Durham,60.0,-78.904037,36.0329550008979,1,2024
